"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38"
"1",17.15,10.44583333,5.558333333,7.020833333,4.475,30.375,33.4125,9.504166667,9.5,19.10416667,11.46666667,14.33333333,12.49166667,25.02916667,19.52916667,11.6875,11.50833333,5.458333333,14.94583333,21.51666667,18.67083333,16.96666667,41.1875,45.69166667,22.10833333,13.5,15.0875,39.1875,32.63333333,24.03181818,18.60416667,5.845833333,14.0375,6.3,4.254166667,8.766666667,10.9875,23.30833333
"2",15.19583333,15.64583333,7.55,11.0125,11.2375,15.9625,31.95833333,12.19583333,4.458333333,18.92916667,8.454166667,11.075,14.25416667,11.77083333,14.5625,11.49166667,18.21666667,11.82083333,14.32916667,23.98333333,20.275,21.05416667,36.56666667,33.37083333,26.77083333,5.908333333,8.6,44.77083333,20.55,21.825,15.8875,10.83333333,13.08333333,10.15,7.7875,9.325,14.66666667,21.7375
"3",11.94166667,12.89583333,6.95,10.56666667,17.75,20.36666667,16.825,13.42083333,5.058333333,15.62916667,16.46666667,16.2875,17.6,14.12083333,13.43333333,14.23333333,13.5125,15.425,13.00416667,15.14583333,15.6875,12.69583333,27.50416667,27.95416667,13.17916667,8.275,11.51578947,27.6375,20.99166667,18.95416667,15.8625,7.345833333,12.81666667,14.74583333,6.591666667,9.420833333,16.02916667,21.59166667
"4",10.10833333,21.80416667,15.70833333,17.74166667,27.92857143,15.72777778,14.95,19.04166667,7.075,22.8,18.86666667,11.925,9.85,23.47916667,22.79583333,24.70416667,21.62083333,21.70416667,14.67083333,21.875,23.95833333,21.36666667,28.03333333,26.89166667,24.25,6.983333333,15.77083333,16.825,27.575,23.40833333,23.9625,5.025,16.74166667,16.98333333,7.808333333,16.64166667,17.425,24.675
"5",11.18333333,21.14166667,18.95,18.47083333,16.125,24.4625,17.32916667,19.74583333,12.12083333,23.375,18.58333333,15.53333333,14.54166667,20.2375,19.57083333,18.39583333,27.54166667,26.10416667,11.475,17.34583333,20.49583333,16.93333333,22.7375,21.60416667,21.84583333,8.3625,11.85909091,20.15416667,25.27083333,21.94166667,21.73333333,15.35833333,21.75833333,12.7125,6.970833333,8.583333333,22.72083333,21.83333333
"6",11.25416667,18.75416667,10.30416667,13.35416667,25.75909091,27.02916667,25.76666667,21.85,13.68333333,36.27083333,13.15833333,14.7375,14.78333333,28.66666667,25.1125,25.34583333,23.1375,25.87916667,12.51904762,33.35416667,30.19166667,34.025,38.52083333,40.8625,40.39583333,13.60833333,22.2,26.40833333,21.65416667,15.7625,19.16666667,11.575,25.02083333,18.69583333,9.033333333,13.45833333,26.69166667,41.04166667
"7",13.57083333,25.72916667,16.88333333,23.50416667,53.64583333,11.94583333,17.925,30.875,13.125,47.05416667,9.533333333,12.45416667,18.34166667,47.7125,41.225,39.40416667,31.50416667,26.9125,14.92083333,36.325,30.74583333,33.1375,49.87916667,54.7,43.92083333,22.44166667,38.70416667,24.6375,23.85416667,16.79583333,25.28333333,18.58333333,23.79166667,19.4625,11.20416667,10.575,25.02608696,44.82083333
"8",10.85416667,22.5125,16.09565217,23.55,57.65,14.98333333,18.54583333,18.30833333,11.0375,26.87916667,10.85833333,14.08333333,19.42083333,67.6625,55.3625,38.56666667,35.6125,19.71666667,12.99166667,36.9625,32.15833333,35.75,53.74166667,54.84166667,37.225,20.21666667,33.06363636,18.71666667,26.50416667,20.37916667,15.52916667,20.47083333,26.125,16.54583333,10.82916667,12.44166667,17.01666667,41.61666667
"9",12.37916667,22.00416667,15.3125,19.80833333,25.775,23.70416667,25.6,16.98333333,10.22916667,17.99166667,19.26086957,22.0125,24.59166667,59.73333333,54.47083333,39.34583333,40.59166667,18.81666667,16.0875,16.88333333,17.67083333,16.33333333,24.11666667,22.94583333,17.56666667,38.3375,27.67727273,37.9125,23.59166667,19.85217391,18.4625,17.375,22.95833333,9.154166667,10.70416667,12.49583333,14.95416667,21.03333333
"10",15.24166667,22.5125,16.3375,19.28333333,30.47916667,17.64583333,33.22916667,12.8125,12.71666667,15.95,19.4,24.40833333,19.5375,23.94583333,24.675,19.625,34.5,14.21666667,21.22916667,17.1,15.82916667,18.25833333,22.8,24.94166667,30.62916667,13.32083333,14.705,39.90416667,17.6,15.13333333,15.99166667,19.94583333,30.17916667,18.74583333,14.84166667,11.08333333,12.72916667,21.65
"11",19.56666667,23.27083333,17.72083333,21.63333333,39.8,20.30833333,15.00833333,20.40833333,16.87916667,29.8875,10.03333333,9.433333333,9.520833333,22.18333333,23.63333333,18.83333333,22.75416667,20.0125,29.1125,29.47083333,31.65,35.00416667,45.675,43.4875,26.36666667,25.69583333,37.75652174,18.4875,27.8875,28.54347826,30.07083333,30.1125,36.73333333,22.09130435,15.71666667,14.86666667,28.15,33.94583333
"12",7.8,20.3875,9.754166667,12.45833333,30.4625,9.270833333,5.743478261,14.66666667,22.4,30.91666667,10.27916667,12.3875,16.41666667,21.4375,18.475,15.2625,20.1625,30.27083333,7.166666667,7.066666667,7.483333333,11.41666667,13.55833333,9.345833333,10.09166667,36.9375,57.08947368,7.175,11.27083333,12.7875,14.7875,24.7875,41.1625,11.79166667,9.730434783,12.125,14.35416667,10.11666667
"13",8.6,11.76666667,5.470833333,8.095833333,13.94166667,7.390476191,7.283333333,2.816666667,6.020833333,14.02083333,10.59583333,12.425,15.40416667,6.683333333,6.2875,4.658333333,7.004761905,20.925,11.54166667,11.18333333,8.8125,12.05416667,14.475,11.54583333,11.05,26.4,46.22083333,7.395454546,19.0625,19.63333333,23.94583333,12.43333333,44.24583333,4.226086957,16.45,11.49583333,7.695833333,11.49583333
"14",3.4125,11.275,4.341666667,7.095833333,18.67083333,9.636363636,6.7875,3.995833333,9.820833333,19.10416667,8.616666667,11.33333333,8.895833333,4.1625,4.925,4.833333333,5.941666667,12.77083333,5.591666667,8.541666667,6.32173913,8.845833333,10.09583333,7.283333333,8.55,32.48333333,56.83333333,6.229166667,6.354166667,10.41304348,10.8875,14.9,24.03333333,5.170833333,22.40833333,13.1625,4.045833333,11.15416667
"15",8.829166667,12.4375,5.491666667,7.820833333,18.0875,17.04583333,16.79583333,6.733333333,3.5625,24.28333333,19.93333333,20.2875,19.45,8.829166667,9.858333333,8.227272727,9.995833333,3.9,14.5125,18.35454545,15.46666667,16.3125,25.74583333,30.67916667,20.82916667,36.875,27.58181818,25.3875,19.95833333,15.175,16.64583333,13.67083333,11.02083333,10.40416667,13.85,15.675,8.554166667,17.03478261
"16",27.50833333,12.39166667,8.679166667,10.13333333,22.8625,20.575,16.77916667,10.93333333,8.7875,22.3,15.46666667,17.16666667,16.30416667,25.38333333,22.9125,22.97916667,19.375,9.775,28.40416667,17.50416667,14.40416667,14.9375,23.5125,19.3125,19.62083333,21.05833333,25.05,22.51666667,28.175,34.50833333,39.6,19.37083333,17.225,15.32083333,11.0625,12.02916667,17.62916667,17.25416667
"17",17.65,9.7,5.875,8.816666667,24.33333333,17.49583333,13.01666667,7.8625,12.92083333,18.60833333,15.275,17.1,15.68333333,16.04166667,14.475,9.620833333,15.60416667,19.12916667,12.69166667,18.65416667,15.72916667,18.53333333,28.22916667,22.74583333,23.50833333,14.1875,22.575,16.16666667,18.44583333,16.35217391,24.94583333,14.34166667,16.92916667,13.67916667,9.4625,15.64166667,18.42083333,25.52916667
"18",11.72083333,9.970833333,7.966666667,13.1125,30.82916667,17.10416667,16.48571429,16.44166667,7.125,39.66666667,13.5125,16.46666667,13.72916667,42.34583333,39.29583333,36.19166667,20.7875,20.2875,11.03333333,20.6125,15.13333333,21.40833333,29.6875,28.30833333,21.375,22.0875,34.61904762,13.75833333,13.35,16.08333333,22.50833333,11.99130435,16.96666667,21.91666667,9.4625,12.03333333,22.7,44.36666667
"19",10.25,29.55833333,18.1,38.1625,40.57916667,14.66666667,8.379166667,12.15416667,15.38333333,34.03333333,6.979166667,10.425,6.154166667,25.0875,21.42916667,22.87916667,24.8625,15.225,11.025,12.87916667,12.67083333,10.4625,21.65,19.3625,10.6625,22.22083333,26.1625,7.65,12.4,17.725,16.37916667,14.9375,22.27916667,13.51666667,20.6625,12.95833333,20.44583333,11.44166667
"20",10.09583333,31.55416667,20.62083333,23.60416667,13.775,14.92916667,10.64583333,11.20454545,24.0875,30.96666667,9.1875,14.16666667,9.195833333,20.70416667,20.12083333,20.39583333,25.62916667,11.35416667,9.995833333,18.33333333,14.4875,18.5,20.55416667,15.1875,17.40833333,16.575,24.58695652,11.14583333,9.929166667,27.55416667,14.275,9.666666667,28.12916667,11.47916667,13.11666667,12.67916667,10.87083333,13.92916667
"21",5.266666667,33.7125,27.625,27.4875,13.50833333,10.09166667,8.435,6.158333333,27.07916667,30.56666667,7.870833333,9.975,8.6625,27.56666667,24.89583333,25.77083333,25.89583333,5.6125,4.775,15.70416667,13.38333333,18.17083333,17.34166667,16.075,16.16666667,17.44166667,26.525,7.875,4.616666667,9.768181818,16.37916667,8.741666667,30.02083333,5.559090909,19.97083333,24.21666667,8.054166667,20.3
"22",4.109090909,26.70833333,17.64761905,20.2625,14.6,7.72173913,9.441666667,5.829166667,17.22083333,22.54166667,10.05833333,14.16666667,10.40833333,8.895833333,9,9.5625,14.525,5.6,5.495833333,8.359090909,8.254166667,9.229166667,14.16666667,10.9375,10.70833333,10.7625,18.22727273,7.054166667,7.841666667,9.7375,9.495652174,17.2625,15.89583333,9.129166667,25.80416667,24.30833333,7.7625,10.6125
"23",6.333333333,16.4875,7.9375,10.79166667,15.125,9.6,10.79166667,4.841666667,5.2,25.425,8.0625,10.7125,11.20833333,4.770833333,4.495833333,5.291666667,5.3375,3.120833333,6.041666667,14.25416667,10.79166667,13.45,27.7625,25.55833333,20.9,5.379166667,13.58636364,11.625,8.154166667,14.2,20.125,22.95,11.65833333,7.275,21.69166667,11.23333333,6.016666667,13.68333333
"24",7.204166667,11.02083333,4.733333333,7.175,13.84583333,9.0875,6.717391304,3.979166667,5.329166667,15.73333333,9.470833333,11.78333333,11.1625,2.7625,2.320833333,3.85,5.070833333,3.870833333,7.033333333,12.72916667,11.12083333,11.89583333,27.075,26.43157895,14.2,9.145833333,14.20909091,8.845833333,15.10833333,11.05416667,12.7625,18.46666667,9.066666667,8.195833333,13.8625,10.0625,8.8625,15.91666667
"25",5.508333333,15.82083333,7.545833333,10.95833333,15.15,9.8625,8.975,9.0625,5.754166667,21.6125,11.51666667,14.23333333,21.57916667,12.90416667,10.91666667,8.4125,10.94583333,7.691666667,7.833333333,15.975,14.3875,21.6125,32.85789474,29.86666667,23.475,15.99583333,21.30909091,13.775,13.7875,10.51666667,17.72083333,10.03333333,9.1,10.68333333,14.24583333,8.391666667,10.18333333,29.34583333
"26",14.03333333,14.71666667,6.325,9.425,19.69166667,12.15652174,11.85,16.09583333,6.491666667,25.40833333,11.28333333,12.9625,14.53333333,23.94166667,22.67916667,22.64583333,19.97916667,20.1625,16.00833333,19.9625,18.89583333,19.3375,28.875,29.25833333,33.14166667,29.5625,34.86956522,10.45416667,23.24583333,20.03333333,31.02083333,9.970833333,13.7625,13.55416667,11,10.18333333,20.7375,29.425
"27",8.1625,16.62727273,11.3625,12.3,24.67083333,8.183333333,8.325,7.316666667,13.5875,12.15833333,11.69166667,10.11666667,11.70416667,9.429166667,8.359090909,8.516666667,14.59166667,27.825,12.37916667,9.020833333,6.975,8.541666667,12.42916667,10.07083333,8.466666667,21.68333333,38.78333333,8.333333333,11.77916667,20.05217391,25.06666667,9.454166667,23.62916667,3.85,15.57916667,10.875,14.0125,9.120833333
"28",4.133333333,20.90416667,8.208333333,24.47916667,28.92916667,9.1875,7.295238095,3.360869565,11.0875,16.85416667,9.55,10.39583333,9.508333333,14.6625,13.1,12.59583333,9.1375,15.87916667,2.804166667,5.358333333,5.179166667,8.604166667,9.008333333,6.95,9.158333333,22.3125,47.31666667,5.586956522,7.5,10.7125,11.81666667,8.4,23.95238095,5.163636364,25.15416667,15.04761905,5.908333333,7.766666667
"29",3.9125,22.55416667,11.44166667,16.97916667,22.525,27.49583333,18.89583333,7.56,6.441666667,37.08333333,16.12916667,19.33333333,11.20833333,9.658333333,8.583333333,11.45,14.875,16.15416667,3.15,24.2375,23.025,25.22916667,27.67916667,26.2125,24.95416667,18.34583333,21.90833333,15.82916667,29.8625,9.308333333,6.6125,11.9375,14.375,22.16666667,21.22083333,14.5625,7.0375,43.85
"30",12.19583333,33.35416667,13.88333333,20.63333333,24.32916667,12.2,13.925,8.770833333,11.89583333,33.1375,13.82916667,16.09166667,24.62083333,6.066666667,5.075,7.5125,12.96666667,15.275,6.5375,17.38333333,15.39166667,19.55,18.525,17.30833333,18.74166667,16.21666667,22.88095238,11.3375,10.9,17.70416667,15.10416667,15.84166667,13.9625,11.02083333,15.37083333,21.82083333,9.366666667,20.74583333
"31",5.233333333,13.6875,7.704166667,9.729166667,16.5,14.28333333,10.2625,4.166666667,6.4375,23.2875,19.68333333,20.00833333,14.25416667,4.7375,4.558333333,5.995833333,11.62916667,14.25,6.9125,10.51666667,8.775,12.05833333,11.5,9.408333333,12.25416667,11.58333333,18.3875,11.44583333,10.4125,14.07916667,20.40833333,23.40416667,23.45416667,4.404166667,17.58333333,10.5375,10.14583333,9.6
"32",5.7375,22.78333333,13.54347826,15.00833333,22.97083333,7.866666667,5.914285714,3.0875,4.991666667,28.14,15.29583333,15.10416667,17.85416667,15.64166667,17.775,16.86666667,22.32916667,6.329166667,7.741666667,10.78333333,9.816666667,11.7125,13.32916667,10.40833333,12.44583333,24.2875,28.75833333,8.104166667,6.55,8.117391304,12.87083333,29.5625,15.32083333,11.22916667,17.29166667,12.24166667,7.766666667,12.88333333
"33",8.404166667,23.0875,11.23333333,16.26666667,26.70416667,14.61666667,11.53043478,5.320833333,10.04583333,18.1125,18.2625,19.6375,15.60416667,10.24583333,9.0125,10.3375,12.4875,5.729166667,7.3125,13,11.25833333,14.85833333,12.96666667,11.92083333,13.83333333,29.14583333,27.55833333,10.7826087,5.175,9.854166667,15.975,11.47083333,13.85833333,2.970833333,24.05833333,15.87083333,4.7125,18.4625
"34",4.816666667,27.015,18.24166667,24.475,22.27083333,14.8,13.04545455,6.458333333,22.1125,43.20416667,12.94166667,15.6375,15.22083333,14.65833333,15.29166667,14.8125,14.83333333,7.654166667,4.15,14.6,13,16.425,15.26666667,14.55833333,17.5875,26.84583333,28.175,9.523809524,4.095833333,7.804166667,9.891666667,13.175,22.22916667,9.333333333,14.66666667,17.85416667,5.879166667,17.91666667
"35",11.14166667,25.5625,24.29583333,26.05416667,25.05,11.40416667,8.091666667,14.61818182,22.38333333,25.43333333,15.27916667,16.55,16.175,14.775,13.625,12.67083333,11.175,24.34583333,11.2375,14.01666667,13.94583333,15.62916667,17.37916667,16.875,15.7875,29.65,33.61666667,10.88333333,10.6625,18.18695652,19.56666667,8.958333333,24.91304348,9.5875,18.85416667,21.10416667,13.51666667,17.20416667
"36",17.27916667,29.62916667,34.91666667,29.39166667,19.70833333,12.64583333,12.57916667,19.7125,19.15,8.645833333,14.43333333,15.38333333,16.2,16.87916667,17.32083333,17.97916667,15.79583333,35.37916667,11.6375,11.62916667,10.10833333,11.55833333,16.7625,17.4125,15.10416667,31.72916667,35.0125,12.49583333,14.92083333,17.7125,18.6047619,13.04166667,30.89583333,4.983333333,28.14166667,24.25416667,18.79583333,19.85
"37",8.420833333,73.40416667,51.0625,76.61666667,47.2875,16.60416667,12.54583333,40.78333333,38.15416667,5.7125,32.25833333,29.36666667,28.80833333,32.92083333,32.23333333,38.725,36.775,54.85833333,10.81666667,13.10833333,9.579166667,9.3,13.59583333,12.75833333,11.55833333,32.8375,47.27916667,21.6,25.24583333,26.3,25.6375,10.025,103.4708333,8.154166667,80.3375,50.97083333,39.4125,9.4125
"38",8.270833333,19.6,6.229166667,14.49583333,21.45416667,6.629166667,5.329166667,3.995652174,9.95,13.16666667,21.9125,19.47083333,16.525,5.741666667,4.760869565,6.370833333,6.875,4.166666667,10.04583333,10.09166667,7.925,7.125,13.55,14.51666667,11.79583333,36.5625,34.54545455,10.59166667,15.03333333,21.6,20.21666667,9.958333333,25.69166667,5.954166667,58.8875,47.08333333,11.06666667,7.408333333
"39",11.45833333,16.73157895,5.6,18.5875,21.375,27.79583333,25.71666667,9.833333333,6.704166667,19.20833333,21.84583333,23.46666667,23.35833333,10.32916667,10.70416667,9.225,8.15,10.24583333,10.68333333,13.775,15.34166667,10.88333333,15.06666667,18.83333333,16.6625,20.31666667,13.94090909,33.11666667,14.41666667,13.95,18.6047619,11.64583333,14.99166667,4.4625,16.52916667,14.7875,6.820833333,13.15
"40",22.35833333,19.825,11.8,14.1625,13.8125,30.25,28.2625,10.2,8.929166667,17.51666667,16.24166667,18.24166667,15.4875,7.429166667,8.070833333,10.1875,7.2875,13.05833333,27.98636364,18.97916667,15.6875,17.71666667,20.39583333,21.98181818,17.0375,13.2625,13.81304348,29.57083333,29.62083333,27.6625,28.77,8.125,14.39166667,4.904166667,16.11666667,13.47083333,12.9875,17.12916667
"41",19.6625,17.61666667,8.325,10.12916667,20.85833333,22.84583333,19.1,10.55416667,8.216666667,25.8375,19.9625,25.75,20.35416667,11.28181818,8.104761905,9.2125,18.30833333,16.35,18.4125,27.02083333,25.8125,25.05416667,26.29583333,31.00833333,25.46666667,13.38333333,18.98636364,20.91666667,27.90833333,26.175,28.40833333,14.45833333,10.95,11.0375,23.98333333,10.67272727,22.61666667,31.37916667
"42",17.07916667,17.15833333,11.59583333,10.575,22.60416667,20.42916667,18.75833333,28.275,9.329166667,27.88333333,28.19545455,32.02083333,30.4375,14.72916667,11.19583333,13.0875,12.15416667,27.20416667,17.55833333,27.3625,25.84583333,25.17916667,29.87083333,28.95416667,24.68333333,24.44583333,26.96521739,18.06666667,22.2375,17.65416667,27.07916667,9.40952381,11.575,20.36666667,21.78333333,19.16666667,24.94166667,28.11666667
"43",12.15833333,24.75833333,25.29583333,30.6,24.70833333,16.225,13.975,31.95833333,18.84583333,22.225,27.875,32.92916667,28.4375,12.9,11.10416667,12.82916667,12.22083333,35.92083333,11.75416667,21.175,20.25416667,19.01666667,23.675,25.5125,19.20833333,25.4,28.45,13.76666667,19.95833333,16.66086957,23.59583333,10.8375,32.64166667,28.64583333,14.15,18.05833333,18.7125,20.97
"44",8.141666667,23.80833333,16.1375,21.32083333,27.00833333,18.22916667,14.53333333,25.5625,14.35416667,27.175,16.40416667,23.0625,15.79166667,14.16666667,12.30416667,10.54166667,14.2125,25.40833333,9.6625,26.65,24.87083333,22.12083333,27.85,28.29166667,22.37083333,7.491666667,10.9125,15.10416667,15.8,14.3875,18.74166667,9.766666667,28.57916667,18.4875,5.683333333,13.22083333,14.05416667,23.5125
"45",11.9875,20.28333333,16.33333333,20.975,17.95,21.12916667,18.53333333,19.32916667,23.91666667,21.07083333,15.04583333,16.12916667,14.9625,17.25416667,15.22083333,17.74583333,13.42083333,23.3625,14.04583333,21.21666667,18.47916667,17.97916667,22.9875,24.15,22.84166667,7.608333333,16.66521739,21.025,25.30833333,23.8125,27.625,5.854166667,21.35416667,12.8625,10.15416667,14.575,22.1125,21.77916667
"46",21.2,15.03333333,12.86666667,15.875,15.9125,17.15,14.0375,11.5375,22.44583333,16.88333333,17.85833333,17.1875,18.15,15.65416667,12.93333333,12.80416667,8.7875,10.60833333,22.60833333,18.39166667,12.54166667,14.57368421,16.54166667,15.09583333,17.275,17.6875,24.35833333,15.5625,16.14166667,33.0375,34.59166667,9.720833333,18.79583333,8.191666667,10.44166667,10.24166667,13.25833333,14.88333333
"47",12.4375,32.575,23.075,17.49047619,16.35,16.58333333,8.766666667,8.9125,17.79583333,23.34583333,13.06666667,13.8375,13.16666667,17.84583333,14.87391304,16.725,15.45416667,10.09166667,8.3125,17.68333333,14.02727273,18.44545455,16.91666667,16.22083333,21.04782609,26.63636364,21.4,9.091666667,9.279166667,18.98333333,24.125,17.4625,26.94166667,8.658333333,12.68333333,10.9375,6.2875,20.14166667
"48",12.54166667,21.95416667,15.40833333,21.2375,30.1375,18.3125,14.69583333,13.08333333,14.50833333,19.36666667,14.65,21.95,15.7125,23.975,19.9875,20.07916667,13.78333333,27.5375,9.975,18.245,14.34166667,18.92916667,18.53333333,20.26666667,23.82083333,24.09166667,34.12380952,13.15,18.00416667,18.22173913,24.32727273,9.658333333,30.35454545,9.729166667,22.00416667,10.09166667,12.91666667,24.5375
"49",16.4625,19.8875,15.07083333,21.17083333,27.36666667,14.03333333,12.59583333,13.2952381,22.4875,25.57916667,11.86666667,15.13333333,12.63333333,15.17916667,14.3,16.92916667,16.40416667,18.90833333,15.41666667,10.19583333,10.35833333,11.95416667,15.2375,13.1125,14.82083333,26.4375,33.82272727,11.60833333,13.07083333,23.37083333,22.78333333,13.6125,24.46666667,7.479166667,16.09583333,12.25833333,17.9125,13.95416667
"50",11.57916667,21.44166667,19.04583333,22.3,19.725,18.725,14.58695652,17.09166667,18.40416667,39.99166667,10.625,13.31666667,12.425,25.1625,23.16666667,23.21666667,20.39166667,29.15833333,8.716666667,36.70416667,41.15833333,46.35416667,39.8625,41.15,45.975,24.09166667,30.72727273,17.38333333,15.1125,24.35833333,25.40833333,22.78333333,30.26666667,14.42916667,17.99166667,14.75,20.36666667,41.54166667
"51",28.425,22.825,19.54583333,19.89166667,15.2375,32.8625,23.21666667,19.275,18.78333333,28.39583333,27.61666667,30.59166667,28.76666667,32.75833333,32.19583333,31.07916667,19.2,28.7125,26.33913043,25.825,25.2,30.9875,24.4125,23.175,44.22916667,18.2875,34.5125,23.37916667,24.84583333,35.14166667,32.14583333,26.91666667,18.77083333,16.75416667,13.55833333,18.10416667,23.9875,35.19166667
"52",18.19166667,27.7375,26.55833333,21.7625,18.6,19.99583333,12.86086957,14.3375,21.48333333,25.19583333,16.32083333,19.56666667,17.35,22.12916667,24.05416667,24.375,18.50416667,22.64583333,21.14166667,23.36666667,23.89166667,25.55833333,25.45416667,25.53333333,27.02916667,19.3,32.11666667,16.24583333,19.27083333,35.57083333,23.78333333,26.9875,17.92916667,15.72916667,14.54166667,14.42916667,19.58333333,28.09166667
"53",30.075,40.4375,39.28333333,37.02916667,25.87916667,25.78333333,19.71428571,31.12083333,25.72916667,24.19166667,28.33333333,32.08333333,29.69166667,21.4,21.65416667,23.48333333,25.01666667,64.33333333,34.43333333,16.59166667,15.77916667,17.14583333,20.54166667,17.9125,21.92916667,38.3875,40.48333333,31.72916667,30.59583333,63.275,36.51666667,11.97083333,43.77083333,33.8375,71.06666667,20.4875,33.025,24.43333333
"54",35.37083333,37.21666667,27.92083333,31.3375,33.97916667,15.16666667,12.7125,39.75,27.97916667,17.82857143,19.68333333,21.45416667,21.6125,26.84166667,26.89166667,30.44583333,28.4375,54.85833333,41.45833333,8.654166667,8.291666667,10.4875,11.60833333,9.083333333,13.55833333,41.10416667,52.88636364,14.81666667,47.875,68.475,48.9625,6.633333333,74.9,25.85416667,48.8375,25.35,45.85416667,15.35416667
"55",50.99583333,33.49583333,22.50416667,38.82083333,44.69090909,23.04166667,17.92083333,53.88333333,21.90833333,50.55833333,17.69166667,23.72083333,20.2875,25.89583333,24.90833333,28.30454545,28.70833333,61.78333333,57.85,20.9,25.55,27.20833333,27.35416667,27.04583333,28.0375,89.1375,33.62173913,25.8875,71.17916667,96.37083333,77.02916667,30.2375,83.575,46.5125,60.72916667,63.25416667,66.73333333,24.57083333
"56",58.15833333,28.525,17.41666667,27.275,58.75,20.65,14.85,58.79583333,10.26666667,47.05416667,21.0125,22.2375,34.49583333,19.5375,16.6625,19.86666667,21.61666667,81.7625,73.74583333,24.425,33.62083333,24.9125,35.75416667,35.575,30.57083333,107.4916667,71.05,33.59583333,81.35,109.1166667,89.55,24.55,50.17916667,47.27826087,55.6125,79.42083333,76.60833333,30.26521739
"57",27.375,40.52916667,29.39583333,41.09583333,73.4875,21.42380952,16.62083333,30.38333333,26.34583333,16.89166667,18.85833333,22.07916667,34.725,15.575,14.48571429,16.25416667,17.65416667,53.8375,34.6,12.77916667,13.95833333,11.09166667,20.02083333,20.64583333,15.93333333,73.475,71.05,19.22916667,40.99583333,29.47777778,53.52916667,43.775,38.72916667,40.57083333,70.30416667,71.99583333,38.8375,13.88333333
"58",15.75833333,21.84166667,17.63333333,20.60416667,26.90416667,23.44583333,22.85416667,17.41666667,25.01666667,20.74166667,33,29.00416667,28.625,17.48333333,16.54583333,16.15,16.525,17.84583333,15.65833333,13.2125,12.15833333,11.53333333,16.67916667,16.85,12.625,58.46666667,68.76363636,17.75833333,19.125,13.87083333,20.20833333,12.10416667,39.01666667,24.2875,50.42083333,40.025,11.42083333,15.6375
"59",6.833333333,37.425,30.1625,32.35416667,31.5375,30.8,25.40416667,19.72083333,24.82083333,18.50833333,39.57916667,28.46666667,30.20416667,26.03333333,27.09166667,27.17083333,22.2,23.2875,10.1625,18.42916667,19.31666667,19,23.5375,22.75416667,19.1875,31.41666667,39.425,27.3625,15.34583333,11.24583333,19.725,16.57916667,29.53333333,22.30833333,42.7125,30.10833333,12.9625,20.99166667
"60",11.08333333,29.56666667,30.19583333,34.77083333,34.125,25.27916667,18.2,33.37916667,20.72916667,37.72916667,45.26666667,46.12916667,41.69166667,34.27916667,34.44583333,36.42083333,34.575,35.44166667,16.85,28.99565217,33.15,31.04583333,33.67916667,34.56666667,31.64583333,29.40833333,31.58695652,20.58333333,25.8125,24.6125,24.44583333,21.70833333,31.1625,29.54583333,46.1875,72.0125,25.0375,33.94583333
"61",29.025,37.14583333,35.47727273,39.6875,35.375,46.62083333,38.82083333,33.55833333,23.53333333,47.2625,56.58333333,44.73333333,69.3125,30.59166667,29.47083333,34.39583333,29.45833333,28.7,27.79166667,40,43.5,45.71666667,42.34166667,44.2375,48.125,24.075,33.82272727,42.75714286,41.4,102.7,47.9125,25.41818182,25.89166667,31.59166667,38.8125,24.3,31.56190476,51.21666667
"62",53.39166667,46.10416667,53.8125,41.925,41.6375,35.02083333,29.62916667,35.33333333,28.95,43.55833333,82.64166667,86.325,82.1875,28.6375,27.89166667,27.975,33.07916667,31.05,36.74166667,26.6375,27.96666667,31.51666667,31.175,32.15833333,41.5875,31.63333333,41.75,45.08333333,40.22916667,90.275,34.82916667,34.27916667,44.555,34.22916667,30.26666667,30.35217391,32.54166667,39.05833333
"63",26.99166667,58.99166667,49.33333333,46.39583333,52.9625,21.41666667,17.24166667,47.84166667,41.52916667,22.87916667,22.01666667,23.65416667,30.51666667,54.17083333,50.82916667,53.55833333,44.85833333,54.92083333,23.79166667,13.04583333,15.6625,17.56666667,23.25833333,21.04166667,21.54583333,31.24583333,39.17826087,26.60416667,33.75833333,44.23913043,35.77272727,56.55416667,44.03333333,43.075,24.00454545,28,38.23333333,18.65416667
"64",7.158333333,42.49583333,32.825,39.8,52.34166667,12.94583333,11.86666667,22.31666667,35.89583333,21.75,21.92916667,19.54166667,15.80416667,57.23333333,54.15,48.57083333,36.88333333,33.875,10.63333333,13.82083333,18.64166667,14.75416667,21.44583333,22.12083333,19.72916667,48.69166667,55.19130435,14.41666667,16.19166667,16.80833333,24.85,23.18333333,44.5625,29.07916667,29.60416667,34.475,19.7875,17.15
"65",7.570833333,38.5625,34.54583333,35.91666667,43.85416667,23.2125,15.84166667,20.70416667,28.80416667,23.26666667,19.26666667,21.08333333,18.87083333,20.74166667,21.44583333,21.27083333,24.55833333,27.74583333,11.36666667,18.90833333,19.42083333,17.49583333,22.30833333,25.5,24.55416667,29.9,39.13,17.78333333,14.95,12.0125,19.71666667,19.45416667,22,29.275,25.22916667,30.75833333,12.01666667,24.25
