"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68"
"147",12.10833333,38.30833333,17.86666667,29.84583333,24.90833333,17.2125,15.91666667,26.175,21.64583333,15.37916667,28.81666667,13.875,19.05,15.825,15.90416667,32.79166667,13.47083333,14.50869565,18.02083333,19.185,28.21111111,26.47272727,16.05416667,10.57916667,16.38333333,21.62916667,12.475,13.4,8.720833333,11.2,6.491666667,24.76666667,16.075,8.3875,28.82083333,10.3375,19.90416667,19.83333333,25.81666667,10.40833333,16.97083333,12.4375,37.7125,16.06666667,15.025,27.3,18.90416667,13.89583333,14.6375,20.175,5.545833333,8.979166667,22.875,12.53333333,8.391666667,6.575,6.429166667,12.18333333,10.3875,15.5,17.13333333,8.358333333,24.3375,19.90952381,59.31666667,25.85,4.941666667,7.366666667
"148",12.9,43.2875,24.69166667,28.09166667,21.85416667,18.4125,16.84166667,27.6875,23.82083333,17.33333333,28.21666667,28.875,27.75,12.57916667,19.325,18.98181818,12.39583333,14.47916667,28.5125,25.08333333,29.90909091,20.24166667,19.78333333,16.29166667,15.19583333,20.87916667,13.21666667,21.47916667,14.30416667,12.82083333,11.79166667,24.62916667,18.3875,7.525,30.2875,14.12083333,26.56666667,17.62083333,21,9.8625,22.46666667,9.129166667,24.14166667,19.1625,15.6625,23.7375,20.6875,11.78333333,14.87083333,20.03333333,9.491666667,10.79583333,20.07391304,13.69583333,9.383333333,7.55,16.22916667,13.79166667,10.225,12.15416667,18.42083333,12.59565217,25.31666667,21.1875,72.98333333,28.89583333,11.10434783,9.85
"149",8.879166667,36.44166667,19.94583333,25.94166667,22.16666667,19.05,13.175,25.6625,23.4375,14.47083333,28.79166667,26.21666667,25.61666667,10.04583333,14.8875,16.6875,11.43333333,12.90416667,24.9875,22.75833333,17.0875,22.02083333,14.89166667,11.17083333,15.64166667,21.09166667,10.57083333,17.42083333,11.64583333,12.075,26.925,22.0875,15.20416667,8.4625,25.32916667,11.24583333,28.3,19.63333333,21.2,10.425,22.0875,11.90833333,13.27083333,10.79583333,12.19583333,17.62083333,17.42083333,11.72083333,16.7,17.42083333,11.85416667,9.841666667,16.67916667,12.9125,9.758333333,8.791666667,12.4625,12.88333333,8.0375,12.9125,17.57619048,11.8625,24.64583333,19.60833333,62.44583333,21.85833333,10.3625,10.62083333
"150",12.1875,26.35833333,14.59166667,21.05,17.52916667,15.21666667,12.29166667,21.42083333,18.425,12.94166667,25.87916667,25.13333333,26.45833333,8.729166667,13.55,14.39583333,8.625,11.1375,27.90833333,25.45833333,14.225,16.94583333,12.25416667,11.21666667,12.93333333,17.57083333,11.60833333,17.01666667,11.25833333,12.24166667,25.4625,20.75416667,13.6875,6.9375,20.90833333,9.145833333,32.8625,19.95416667,21.5875,7.716666667,25.8875,9.175,11.32083333,8.695833333,8.791666667,13.9125,12.075,8.629166667,15.15,11.32916667,9.983333333,9.970833333,14.2375,10.7,9.679166667,7.729166667,11.4875,13.09583333,7.8125,8.6125,14.225,14.37083333,22.275,16.40416667,43.375,14.075,10.825,10.2
"151",15.875,29.50833333,15.21666667,23.3625,21.17916667,22.59166667,20.2,32.17916667,22.49166667,22.975,30.6,35.60869565,21.95,14.16666667,12.53333333,19.9625,12.22916667,14.36666667,26.625,24.58,21.49473684,14.825,23.05416667,14.59166667,15.40416667,19.87083333,16.19166667,26.39130435,14.99583333,15.3625,17.98333333,27.46363636,23.25,13.35416667,24.77083333,10.03333333,28.075,23.3125,22.43333333,15.39166667,27.4375,16.39583333,27.9,17.65416667,19.57083333,24.01666667,15.7375,14.44583333,13.72916667,19.04583333,13.44583333,0.754166667,22.775,13.1375,12.10833333,9.504166667,20.55,17.675,9.341666667,17.08333333,16.55238095,14.0375,22.10869565,14.32083333,77.725,20,15.79166667,14.9125
"152",16.98333333,28.73333333,13.32916667,19.87916667,24.24583333,22.61666667,22.03333333,33.72916667,31.70833333,21.75416667,34.69130435,32.14736842,29.13333333,15.78333333,17.80416667,22.62916667,13.2625,17.41666667,25.38333333,22.50416667,24.70869565,17,20.09583333,17.10416667,22.0125,26.99166667,16.42916667,30.85,16.84583333,15.1,16.45,31.04583333,20.85833333,16.7,18.4375,11.3625,23.12916667,21.04166667,19.47916667,17.075,20.55,17.39166667,62.9625,16.77083333,18.58333333,19.94166667,19.54166667,15.9375,13.65,22.05454545,17.95833333,8.008333333,27.0875,13.69583333,15.1,11.88333333,16.51666667,18.9,14.41666667,19.27083333,17.51818182,14.87916667,26.29166667,15.52083333,64.6625,28.325,17.0875,16.28333333
"153",17.65416667,25.78333333,12.22916667,18.45416667,30.39583333,25.24761905,22.59166667,36.7,33.5625,25.1,34.98333333,29.1875,21.09166667,15.275,14.67916667,16.52083333,22.87083333,25.125,21.3375,24.5625,19.37916667,13.61666667,19.55416667,19.025,23.93333333,28.02916667,21.12083333,24.40833333,16.88636364,20.025,20.23181818,20.68333333,14.46666667,11.35,23.30833333,11.16666667,24.4125,22.42083333,24.14166667,10.97083333,18.8,9.858333333,24.95416667,21.99166667,22.675,23.6,19.425,15.72916667,16.72083333,27.175,14.38333333,12.13333333,19.35833333,14.57083333,14.52083333,19.69583333,13.27916667,18.925,12.65833333,14.3125,22.5,14.5,21.575,17.85833333,111.7458333,31.025,13.8,12.46666667
"154",14.5375,28.85,28.6625,22.16666667,28.53333333,28.16363636,21.8625,36.59166667,33.66666667,22.375,39.33333333,25.50833333,30.28333333,14.46666667,13.15416667,16.90833333,16.10833333,23.70416667,23.83333333,25.4,22.29166667,15.99583333,22.0625,20.81666667,24.775,25.40416667,16.31666667,19.7173913,14.94166667,20.59166667,6.329166667,27.02083333,15.09166667,12.7625,32.20833333,12.58095238,24.5125,29.62916667,33.32083333,13.77083333,18.05,13.22916667,21.8125,16.19583333,18.94583333,17.42083333,19.075,14.23333333,15.59583333,21.985,12.87083333,10.95,15.0125,12.9,13.14166667,19.4,11.35,20.1875,12.39583333,17.2375,27.25,17.44166667,25.92083333,17.79166667,98.13333333,28.32083333,11.49166667,12.47916667
"155",15.49166667,39.50416667,20.50833333,25.9,17.71666667,17.5375,15.32083333,22.27083333,19.80833333,22.075,18.7875,14.34583333,25.6125,13.71666667,17.675,18.7625,10.12083333,13.79166667,29.50416667,27.5,14.95833333,19.85,19.725,17.49583333,19.71666667,26.45833333,18.05416667,22.6125,16.2875,13.90833333,14.65416667,24.47916667,12.27083333,12.92916667,32.725,14.0625,16.39583333,18.1625,23.3125,12.45416667,23.00833333,12.075,20.45,6.129166667,11.24583333,8.770833333,5.166666667,6.258333333,9.608333333,14.25833333,13.9875,9.0125,15.04583333,13.275,8.466666667,11.22916667,8.308333333,14.96666667,5.8,16.69166667,31.28421053,16.40833333,26.91666667,19.85833333,72.54583333,19.44166667,13.60416667,13.7875
"156",10.35833333,25.11666667,16.04583333,23.2125,19.44583333,16.14583333,12.67916667,17.56666667,16.04166667,12.85833333,16.025,19.11666667,20.19166667,5.85,6.8375,10.36666667,11.0625,13.325,17.19166667,17.10416667,13.59583333,16.5375,15.90833333,12.99166667,10.19583333,11.27083333,9.066666667,11.22272727,10.38333333,14.9375,12.85,11.25416667,8.508333333,7.075,24.2625,11.24166667,19.59166667,20.7125,23.375,5.279166667,22.57916667,4.308333333,8.320833333,10.87083333,10.99166667,13.29583333,10.62916667,9.2375,7.866666667,14.75833333,6.183333333,5.691666667,6.970833333,9.091666667,10.65416667,12.35416667,8.2375,13.37083333,9,7.079166667,16.26666667,12.49090909,26.925,20.72916667,77.99583333,9.7125,4.258333333,5.095833333
"157",12.89166667,18.48333333,11.77083333,17.53333333,17.62083333,14.85416667,14.10833333,18.6125,16.94166667,13.77083333,18.81666667,13.99583333,21.6375,9.8625,4.575,9.016666667,8.45,10.78333333,16.10416667,17,10.47083333,13.6,14.57083333,16.59166667,10.5875,13.38333333,13.55833333,17.67083333,14.44583333,10.07083333,5.7875,11.075,11.85,7.470833333,24.92083333,6.9,12.2875,13.2375,16.17916667,2.866666667,14.8875,4.654166667,10.47083333,7.666666667,7.733333333,15.575,13.68333333,7.941666667,8.383333333,11.57916667,9.929166667,7.108333333,8.708333333,8.7125,9,12.225,9.375,10.45833333,6.9875,6.875,12.07727273,9.294736842,21.69583333,19.46666667,58.62083333,13.79166667,6.2125,6.770833333
"158",16.47083333,24.72083333,14.95833333,23.42916667,22.825,18.74166667,19.21666667,22.02916667,20.79166667,22.71666667,25.43333333,14.85416667,17.34545455,11.85,8.216666667,9.904166667,13.275,19.2125,13.8,19.52916667,12.60833333,19.05416667,19.05,14.84583333,15.62916667,19.20416667,15.975,28.4625,20.1375,12.075,11.95,20.40434783,19.8625,11.5375,23.05,17.925,11.64166667,15.12916667,20.42916667,9.471428571,24.88333333,11.90833333,15.79583333,14.84166667,15.60416667,21.07391304,12.87916667,13.07083333,14.2625,16.62916667,13.1,10.62916667,12.74583333,11.0125,14.225,13.40833333,11.80416667,14.8,10.67083333,14.19166667,26.04285714,11.23636364,26.02083333,20.34583333,77.1375,19.225,11.73333333,13.19166667
"159",19.90833333,26.9625,15.97916667,20.90416667,31.49166667,27.675,24.04583333,33.42083333,30.54347826,25.16666667,32.84166667,18.58333333,39.615,15.22083333,11.29583333,15.18333333,16.2875,19.875,21.3375,38.59166667,18.1375,22.4625,25.84583333,21.59583333,14.44583333,20.09166667,22.4875,35.72608696,18.3875,18.34583333,10.8125,27.27619048,23.24166667,12.69166667,20.43333333,7.020833333,13.35,16.88333333,22.15,10.80416667,34.72083333,10.36666667,13.14583333,11.92916667,13.4,20.06666667,14.62173913,10.0625,13.00833333,17.12916667,13.5,8.904166667,11.9375,10.07083333,14.73333333,13.0375,17.92727273,12.75,13.62916667,14.575,29.16521739,12.92916667,36.52916667,20.01666667,88.23333333,16.77916667,10.40416667,9.654166667
"160",23.3875,52.62916667,32.89047619,23.20416667,27.02083333,19.84166667,23.07916667,29.02916667,25.6625,22.5125,31.54166667,23.075,32.8173913,18.37083333,14.66666667,17.325,17.20416667,21.57083333,14.99166667,24.66666667,19.32083333,24.37083333,28.6875,23.61666667,17.74583333,22.05416667,19.07916667,26.25416667,20.75,18.49583333,16.54583333,24.05833333,21.97083333,14.1,16.6375,10.55416667,20.65,21.75,26.8625,13.4125,16.27916667,16.34583333,16.81666667,24.05833333,15.59583333,14.79166667,18.97083333,17.3875,16.20416667,21.6125,13.8375,11.89166667,14.77083333,11.175,17.2375,14.6625,19.69166667,14.74583333,11.22916667,16.22083333,21.12083333,10.10454545,27.1375,20.12916667,84.72916667,21.54166667,14.20416667,11.825
"161",26.81666667,32.6125,16.725,27.49166667,26.77083333,22.39090909,24.89166667,27.1,22.675,23.69166667,27.3875,16.15833333,16.52916667,16.83333333,20.275,20.11666667,15.30833333,22.95833333,6.317391304,13.75,19.74166667,24.90416667,23.74166667,16.51666667,18.30416667,20.10416667,21.17916667,28.72272727,19.52916667,14.8875,7.804166667,29.5,24.6,14.20833333,19.49166667,11.32916667,12.85,15.875,20.84285714,13.78333333,7.759090909,14.59583333,17.37916667,14.675,12.37916667,11.475,16.375,13.89583333,14.4,15.44166667,16.60416667,9.345833333,21.74583333,12.6375,20.48333333,15.99545455,18.53333333,13.45833333,11.66666667,17.73333333,23.38333333,11.35833333,31.74583333,23.4125,60.23888889,20.35416667,13.32083333,12.27916667
"162",18.82857143,27.34583333,22.60416667,27.29583333,21.15833333,16.55652174,15.72083333,19.74583333,15.58333333,18.4875,18.7625,11.4,12.0375,18.75416667,21.925,18.6125,20.29166667,21.95,10.78333333,10.95416667,20.3125,26.86666667,13.05,9.975,22.67916667,25.79583333,24.275,31.85,21.54583333,10.39583333,19.0875,29.09166667,25.425,16.075,22.59583333,13.70833333,12.22083333,16.9875,21.75,17.59166667,5.881818182,15.525,19.33333333,22.025,19.04583333,13.43333333,17.6875,18.4875,17.94166667,23.55833333,16.95416667,9.379166667,21.12083333,16.87916667,13.94583333,14.95,19.96666667,10.26666667,15.66666667,21.22727273,19.62272727,13.32727273,47.84166667,24.4,56.60526316,22.17916667,18.8125,15.2
"163",8.104166667,35.92083333,25.375,24.05416667,17.74166667,15.7,14.59583333,16.4,13.59166667,13.9,15.4875,14.57083333,13.69583333,14.85,17.45,22.7,19.30833333,15.07083333,14.33333333,16.32083333,23.55,25.67916667,9.7625,7.783333333,19.76666667,22.8,16.6625,19.14166667,18.32083333,10.24166667,14.8125,21.54166667,17.87083333,10.52916667,22.075,13.775,16.70416667,14.49583333,17.4875,12.45833333,11.13181818,11.46666667,15.26666667,19.09166667,16.6875,13.57083333,17.47916667,15.9625,20.78333333,20.87916667,9.954166667,9.154166667,17.58333333,14.77083333,10.94166667,11.64166667,11.20833333,7.929166667,12.58333333,17.28333333,25.52608696,14.78333333,21.525,21.00833333,60.75,23.10416667,12.11666667,11.50833333
"164",9.6125,32.0625,19.325,26.32916667,17.85,14.55,12.07083333,21.9,16.11666667,12.14166667,26.7375,21.525,17.86666667,10.70833333,12.95416667,14.08333333,11.05,12.625,23.2875,21.6625,21.97916667,21.8875,15.57083333,10.69583333,15.41666667,19.17916667,12.84166667,19.69166667,14.70454545,12.84166667,28.45454545,16.86666667,13.72916667,9.629166667,27.39583333,12.82916667,21.07916667,16.66666667,16.74583333,9.091666667,19.32083333,9.595833333,12.80416667,14.09166667,12.3,20.16666667,16.45,9.708333333,16.44583333,14.65833333,11.07083333,10.55833333,21.725,15.09583333,11.8,11.2875,13.71,12.55,7.445833333,15.08333333,25.88333333,16.44166667,19.15416667,18.2125,48.23333333,18.54583333,10.39583333,11.37083333
"165",10.8875,38.87916667,29.42083333,29.425,28.39583333,27.29166667,19.44166667,31.16666667,25.34166667,20.42083333,33.70833333,33.5375,25.925,15.54166667,23.2125,26.13333333,16.825,15.5125,24.57368421,30.8875,20.7125,24.60416667,23.325,15.62083333,18.79166667,24.54090909,17.94166667,22.225,18.75,23.475,21.57083333,29.72916667,25.37916667,14.88333333,25.82083333,16.24166667,28.84166667,27.2375,26.9875,14.3875,20.83333333,16.31666667,16.59166667,18.625,15.90833333,19.02916667,21.74166667,15.46666667,20.5625,17.64166667,14.5625,12.34583333,27.75,19.39166667,14.20833333,12.81666667,15.1875,15.3875,12.0125,16.725,14.52916667,17.225,24.40416667,19.62272727,73.43333333,22.8875,14.34166667,13.8
"166",21.58636364,41.65,37.70416667,25.80833333,32.335,28.95416667,32.45416667,37.175,29.56666667,28.7,34.97916667,29.125,36.44090909,19.19166667,23.82083333,25,16.39166667,18.6875,34.17916667,37.37391304,23.57083333,27.70833333,29.97083333,21.85833333,22.07083333,24.575,21.975,29.39583333,23.05833333,18.13333333,14.875,30.36666667,26.58333333,14.16666667,26.8375,18.0125,36.69166667,31.425,37.10833333,16.44166667,35.78333333,15.47083333,17.875,26.92727273,25.78333333,20.49583333,21.6,18.00416667,20.79583333,23.99166667,16.67083333,13.89166667,36.61666667,18.975,16.875,15.4125,17.80833333,20.4375,14.81666667,21.1375,16.41666667,10.43913043,29.64583333,16.4125,73.1125,24.275,16.4875,14.13333333
"167",24.4375,41.21666667,24.52083333,27.8,35.18333333,34.01363636,26.04090909,45.54545455,40.60833333,27.61666667,48.82857143,37.47083333,27.25,22.05416667,21.05,29.58333333,22.6625,23.5625,30.23333333,32.45,31.3375,24.66666667,29.27083333,23.28333333,25.60833333,27.89166667,20.92916667,30.65833333,24.56666667,23.77916667,15.3125,36.26666667,29.75,18.60416667,28.54166667,23.57916667,34.47083333,28.17083333,27.4625,19.14166667,23.19473684,22.25,26.0125,21.80416667,22.92083333,27.72916667,29.45,23.91304348,24.92916667,26.075,21.00833333,13.1375,25.69166667,17.08333333,18.06666667,19.9125,19.60434783,19.46190476,21.55833333,25.17916667,13.825,5.066666667,28.68333333,16.5625,81.3,26.21666667,17.1,14.33333333
"168",23.5625,40.23333333,26.3625,26.4625,22.86956522,22.71304348,18.6625,26.54166667,30.10416667,21.54285714,28.94166667,22.175,21.73333333,21.22916667,24.24583333,27.95416667,17.73333333,17.65416667,22.49473684,22.60869565,28.39583333,19.40416667,20.63333333,18.3625,29.16666667,34.0875,29.35833333,34.55416667,28.725,22.9375,13.19583333,20.61111111,21.20416667,18.67916667,38.44583333,18.02083333,23.44166667,24.91363636,19.675,15.86666667,16.44347826,19.12083333,22.18333333,12.82608696,14.16666667,17.36666667,14.57916667,12.75833333,17.05,17.60833333,23.16666667,17.27916667,27.925,23.64583333,10.35416667,14.2375,13.89583333,17.4625,15.59166667,23.29583333,16.6875,10.42272727,34.37083333,18.725,86.44166667,30.64583333,19.39166667,16.6375
"169",22.15,41.68333333,40.32916667,31.27083333,23.06666667,22.40833333,19.8875,26.05,23.76666667,21.59583333,26.52083333,15.59583333,21.54166667,18.7875,59.69583333,43.7875,14.21666667,16.89583333,24.875,22.4,28.90454545,26.21666667,19.43333333,17.87916667,32.3375,36.84583333,28.10833333,34.65416667,26.68333333,14.44583333,19.275,45.99166667,45.425,33.30416667,46.85416667,26.39583333,19.99166667,15.37916667,15.57142857,38.50833333,16.04583333,36.37083333,47.30416667,10.6625,12.10833333,21.18333333,14.11666667,10.68333333,11.39583333,13.7125,22.59583333,25.3375,26.675,35.1125,10.05833333,14.87083333,15.86666667,16.45,12.76086957,32.2625,22.95,18.65,43.175,20.1125,83.85,29.99166667,19.47083333,22.00416667
"170",23.82083333,44.59583333,39.52083333,30.92916667,17.86666667,16.74545455,12.5625,20.70416667,19.33333333,15.3375,23.47916667,18.73333333,13.90454545,31.825,51.14166667,31.13333333,13.92083333,12.94166667,14.31666667,13.4125,40.00833333,38.39166667,14.57916667,11.90416667,48.00416667,62.59166667,33.2,41.22916667,36,8.016666667,15.92083333,55.57083333,43.6375,32.4875,33.66666667,66.55833333,15.96666667,13.0375,17.82916667,47.92916667,11.75,62.33333333,59.27916667,4.0375,9.166666667,10.61666667,14.19583333,10.37916667,10.43333333,9.2625,39.92916667,35.6,35.6,66.32083333,10.2125,10.8,16.16666667,11.5125,17.04583333,39.64166667,18.00833333,10.42083333,41.62083333,19.035,73.82916667,39.35,35.05416667,32.1875
"171",13.2375,65.07083333,60.3625,47.67083333,15.175,14.22083333,13.09166667,20.66666667,16.78333333,12.84583333,20.99565217,13.3125,13.875,8.754166667,50.22916667,54.26666667,8.05,13.04583333,10.50833333,14.14166667,24.33333333,23.71666667,10.94583333,12.74583333,36.44583333,47.13333333,22.24583333,26.72083333,19.24583333,10.15833333,9.55,32.20416667,31.35,22.31666667,42.1625,69.575,15.49166667,12.7,11.5625,30.46666667,7.8375,29.47916667,31.81666667,4.783333333,6.070833333,12.875,11.15833333,8.320833333,8.604166667,7.9625,14.05833333,36.82916667,36.27083333,40.42083333,7.6,10.09166667,11.68181818,11.90833333,7.1875,31.14166667,14.65,7.504166667,79.25833333,45.38333333,42.1625,52.0875,12.2875,16.45
"172",11.8375,40.63333333,30.42083333,35.23333333,18,16.1,15.66666667,20.86666667,20.0125,17.30416667,21.37916667,15.77391304,13.23333333,12.10416667,42.1625,31.1875,8.083333333,14.39583333,14.725,13.20416667,16.14545455,23.20833333,13.67083333,12.10833333,19.075,22.86666667,13.20416667,19.09166667,13.54166667,12.40416667,8.054166667,28.31666667,26.43333333,18.9625,55.88333333,39.95416667,20.98333333,15.13333333,16.63333333,15.70416667,8.058333333,17.05833333,26.55833333,10.25,8.766666667,16.825,11.275,8.366666667,8.766666667,10.4,14.33333333,20.4375,18.28333333,19.12083333,9.116666667,14.2625,13.68333333,13.04166667,10.55,21.28333333,20.84166667,8.454166667,55.61666667,30.70833333,80.87619048,27.56666667,8.969565217,10.71666667
"173",12.93333333,37.11818182,21.7625,25.4047619,20.42916667,17.97916667,15.55,21.84583333,19.0875,19.15,20.34166667,19.30833333,17.7,10.0875,12.59166667,14.3125,10.75,14.1,16.39583333,16.89166667,10.94090909,17.2375,14.57916667,12.2375,12.07083333,19.81666667,9.933333333,17.61666667,10.16666667,17.52272727,13.84166667,16.71666667,15.90416667,9.558333333,41.5,15.54166667,23.89583333,16.03333333,22.025,7.333333333,16.93043478,8.245833333,14.82083333,9.208333333,8.7125,11.72916667,7.729166667,6.404166667,6.716666667,11.53333333,7.645833333,10.76666667,12.33333333,13.37916667,8.3375,10.9375,12.80833333,14.5125,9.129166667,6.558333333,20.56666667,8.704166667,36.9875,35.84347826,73.02916667,14.35416667,5.87826087,7.858333333
"174",15.2125,49.63333333,30.55833333,21.56666667,28.65833333,23.29166667,19.93043478,25.10416667,22.85833333,26.65833333,25.3375,30.25416667,21.85833333,9.491666667,8.645833333,14.725,11.925,15.1,16.18695652,17.95416667,12.575,17.775,20.74166667,18.07083333,18.56666667,21.22083333,13.9875,21.09166667,16.8375,22.5375,19.1375,16.74166667,15.02916667,9.595833333,28.57083333,11.53333333,26.55833333,25.3,29.35,10.49166667,18.8,8.670833333,14.65833333,12.34583333,10.70833333,13.67083333,7.991666667,6.866666667,9.804166667,15.44166667,8.6,14.2125,12.79166667,11.6625,19.42916667,16.4625,13.92916667,22.525,7.7125,11.6125,18.3875,12.51666667,33.83478261,21.30416667,75.8375,14.23333333,10.57391304,8.466666667
"175",23.81666667,27.88333333,18.30833333,27.20416667,31.475,22.54090909,23.91666667,27.27916667,26.53333333,25.375,27.15,25.37916667,30.66086957,9.633333333,7.695833333,10.55416667,14.76666667,20.73333333,19.43043478,24.09166667,10.83333333,18.9125,28.85,24.92083333,15.025,17.45416667,8.5125,13.85833333,10.38333333,21.9125,12.82916667,13.55833333,16.02083333,10.7125,28.90833333,10.22083333,22.75416667,23.8125,28.20833333,8.304166667,19.60416667,7.020833333,10.80833333,9.85,12.35833333,14.34166667,8.929166667,11.10833333,11.81666667,15.34583333,12.1875,13.57916667,10.42916667,8.020833333,16.94166667,19.4,21.2125,20.48333333,16.59166667,12.57916667,21.41818182,14.00833333,65.09583333,14.67083333,88.20416667,11.1375,7.441666667,9.1375
"176",21.84583333,28.72083333,23.44583333,31.45,26.40416667,25.27391304,19.83043478,26.12916667,27.10416667,19.42916667,31.775,14.1375,23.60833333,16.14166667,10.42916667,15.9375,12.1,22.65,10.3125,13.35833333,17.70833333,24.64583333,22.10416667,18.59583333,16.59583333,17.21666667,15.41666667,19.17916667,17.5875,13.87916667,9.05,21.75,23.50833333,18.1375,25.93333333,8.5375,14.75416667,14.9,18.07916667,10.875,13.30833333,11.8375,13.975,14.39583333,14.6125,15.2125,13.22083333,12.60416667,12.025,18.10416667,16.80416667,6.4625,16.10833333,7.875,15.65833333,21.89166667,18.08333333,13.11666667,12.575,13.16666667,20.39166667,11.95,35.125,16.30416667,78.3,15.50416667,16.20416667,17.08333333
"177",13.325,31.325,16.1375,22.03333333,17.27916667,19.49166667,14.62083333,21.55833333,19.59166667,15.81666667,25.41666667,12.525,10.14166667,13.05833333,15.22083333,15.35,13.69583333,17.075,14.175,12.35416667,19.99166667,19.825,17.96666667,14.49583333,15.15833333,17.41666667,15.42916667,23.825,18.125,7.0625,8.7125,21.93333333,23.87916667,17.38333333,27.17083333,10.27916667,14.74166667,11.225,11.22916667,12.77083333,10.29166667,12.02083333,21.85416667,9.475,10.84166667,13.0625,15.11666667,9.408695652,12.29166667,13.25416667,13.89583333,8.0125,12.88333333,10.9875,10.72916667,9.841666667,14.86666667,12.77916667,9.608333333,12.65,21.31304348,12.58333333,26.24166667,18.3625,88.15416667,20.88333333,13.5,9.9375
"178",13.80833333,25.87916667,15.32083333,20,18,17.70833333,13.22916667,22.9875,19.41666667,13.40416667,23.82083333,12.69583333,22.275,8.504166667,20.8,24.5375,7.708333333,11.13333333,41.84583333,34.51666667,17.3125,21.49583333,14.62916667,13.38333333,22.8125,19.0125,16.10416667,20.15833333,17.14166667,10.46666667,4.408333333,19.60416667,16.62083333,14.075,22.5375,13.57083333,19.275,12.24166667,17.55833333,12.4625,25.01666667,11.375,16.775,1.845454546,4.8,9.820833333,9.7625,6.704166667,7.604166667,7.154166667,12.52916667,13.45833333,15.56666667,12.7125,7.391666667,9.470833333,8.270833333,16.14166667,4.4875,14.77083333,19.44545455,9.547826087,19.92916667,14.75454545,64.32083333,19.25,13.67083333,11.92083333
"179",13.5,33.4875,23.575,24.27083333,17.9875,17.87083333,16.80833333,22.05416667,20.45416667,16.19166667,26.875,16.25416667,17.42916667,7.456521739,21.50833333,26.39583333,9.091666667,15.2125,22.415,22.6625,9.070833333,16.5375,13.25833333,10.24166667,24.05833333,27.57083333,13.07916667,16.80833333,13.5125,11.09166667,8.075,18.3875,21.54583333,9.8875,26.5375,22.23636364,17.86666667,16.5125,21.425,9.929166667,13.72083333,11.5125,12.49166667,7.35,9.7125,17.60416667,9.420833333,6.147619048,8.854166667,12.10833333,10.08333333,20.44166667,22.10833333,19.33043478,7.690909091,15.0875,7.375,20.89583333,7.6375,15.2625,23.31363636,12.7,42.10416667,17.24545455,78.94166667,13.00416667,10.70526316,12.65416667
"180",8.229166667,24.92083333,19.39166667,34.09583333,19.72083333,14.925,15.48333333,17.725,16.84166667,17.35,21.27083333,13.47083333,19.8125,6.6375,6.641666667,11.99166667,9.354166667,11.52916667,18.80416667,29.95416667,12.04545455,19.84583333,14.8375,13.30416667,17.34583333,16.07916667,10.47083333,11.76363636,11.36521739,12.55,16.95,15.52916667,11.37083333,9.029166667,28.04583333,12.57083333,18.9,18.45,21.08333333,7.258333333,20.62916667,7.4,11.4375,8.045833333,11.0047619,22.39166667,13.78333333,6.120833333,10.74583333,12.6625,7.7875,12.13333333,11.0875,10.54583333,6.933333333,11.11666667,7.958333333,14.1625,4.520833333,10.19166667,23.81363636,17.34583333,47.3,15.58333333,79.86666667,13.59166667,6.166666667,8.083333333
"181",8.779166667,25.9375,21.28333333,30.65416667,19.5,16.16666667,14.08333333,19.95416667,16.79166667,12.9,17.37391304,21.375,10.65833333,8.158333333,11.05416667,11.4625,11.06666667,15.5375,16.75833333,11.75,12.5,20.79583333,12.525,12.71666667,11.31666667,10.15833333,6.7375,5.768181818,8.104166667,26.22916667,18.8125,18.5375,19.01666667,10.25833333,40.77916667,8.995833333,17.97916667,18.95833333,23.72916667,7.9,9.73,8.929166667,13.6125,11.74583333,12.75833333,13.64583333,14.425,8.7875,8.452380952,16.4,6.9625,3.441666667,12.39583333,8.1125,16.03333333,12.42083333,9.640909091,20.0875,8.9,9.35,19.07727273,15.27083333,27.0125,14.59166667,90.7,14.97916667,4.620833333,5.945833333
"182",13.99166667,27.4125,18.60416667,30.81666667,31.05833333,25.00833333,20.0875,29.94166667,27.84166667,24.14583333,24.59130435,25.26666667,19.525,13.50833333,14.225,16.15833333,13.77916667,16.72083333,18.56666667,19.37083333,16.79583333,22.59166667,19.32916667,14.7125,14.01666667,15.47916667,10.94166667,13.82083333,13.7,20.2375,16.8,21.73333333,18.99166667,10.8125,40.83636364,8.879166667,28.12083333,30.32916667,33.07083333,10.39166667,13.67916667,9.7125,13.175,10.18695652,13.19166667,13.40833333,16.21666667,13.79583333,10.42083333,15.20416667,11.4125,7.217391304,21.41428571,9.741666667,19.60869565,14.225,14.425,18.73333333,9.095833333,12.30416667,20.115,16.25,34.39583333,11.15833333,76.56666667,21.1375,10.55,11.95416667
